Charge;N° Parc;N° Série;Réception;Référence;Désignation;Stock;Quart;Déposant;Lot;Date Création;Utilisateur;UL Contenue;Type réception;Type Edition;Tron Dest.;Tron.;Temps passé en atelier;Tournée;Stock Préc.;Statut;Site;Rot;Réparateur;Rendre Charge Dispo?;Réf Fourn.;Ref Client;Rebut ?;Réaffecter;Rng Dest;Rng;Qrt Dest;Qté UL contenu;Qté Rés;Qté à Regrouper;Qté Dispo;Prix Unit d'achat.;Profondeur;Prestation Atelier;Prél.;Pos Dest;Pos;Poids;Charge Org Vide?;Numéro du support;N° Recept;Numéro de facture;Nom technicien;Nom etiq Charge;Niv Dest;Niv;Multi Réf?;Mouvement;Charges assemblage;Maj Charge?;Lot de Fabrication;Lot Préc.;Ligne Rec;Adresse;Largeur;A Inventorier?;Init Prix d'achat.;H Creation;Hauteur;H Rebut;H Réaffect;Heure cloture atelier;Heure prise en main;Gtin;Flag Charge?;Famille Log;Famille;Etat Final;Etat;Emb_Pal;EAN13;Dotation;DLUO;Dernier invent.;Date Fab;Dern. Mvt;Date Dernier Prelvt;Date Dernier mvt;Condit;Type Ano;Commentaire Atelier;Code UM;UL;Charge Org;Charge Dest;Bat Dest;Bat;Al Dest;Allée;Affectation
"08360990";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020826";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08360991";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020825";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08360992";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"YANNICK LENAIN";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12008752";"";"23/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361019";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020682";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08248030";"";"";"00453349";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"RAFFRAY LUDOVIC";"05/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03172044";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 14 0 B";"0,00 m";"Non";"0,00";"05/11/25 16:38:45";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Quarantaine";"";"";"Non";"";"";"";"11617979";"";"07/11/2025";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08419559";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026140";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419560";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026141";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361059";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021097";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08419772";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026142";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361036";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020994";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361081";"";"";"00461388";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"COFRA REGIS";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"PAL H 14 0 C";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12050736";"";"02/04/2026";"";"-";"TOTAL_02-04";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08361071";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021117";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361072";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021109";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361073";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021110";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08419613";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026143";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08486181";"";"";"00470117";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"BOST";"17/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03263502";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"7";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"17/04/26 12:09:26";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12108765";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08430438";"";"";"00466609";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"BENEJAT DENIS";"11/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03241761";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"5";"PAL H 14 0 B";"0,00 m";"Non";"0,00";"11/03/26 09:05:13";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12003417";"";"19/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08419763";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026144";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361217";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215911";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"20";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:58:24";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12021140";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361570";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"ETA";"TETCSV";"CHAPEL CEDRIC";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"03";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"G";"0,00 Kg";"Non";"";"03215917";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"22";"ETA G 03 4 G";"0,00 m";"Non";"0,00";"23/01/26 17:00:07";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12001038";"";"18/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TETCSVGOOD"
"08419620";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026145";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419757";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026146";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08419804";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026147";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08361056";"";"";"00461388";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"APP";"TETCSV";"";"23/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03215909";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"19";"APP A 01 0 A";"0,00 m";"Non";"0,00";"23/01/26 16:57:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12020986";"";"26/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08419596";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026148";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08481955";"";"";"00469745";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"PFRIMMER JOEL";"14/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03261385";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"REGNIER FREDERIC";"7";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"14/04/26 16:25:36";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12096519";"";"15/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08481956";"";"";"00469745";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"PFRIMMER JOEL";"14/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03261386";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"REGNIER FREDERIC";"8";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"14/04/26 16:25:36";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12096520";"";"15/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08419629";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237668";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:28:54";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026149";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08468605";"";"";"00468882";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"FAIDHERBE FREDERIC";"03/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03256419";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"5";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"03/04/26 11:10:00";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12053603";"";"03/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08419796";"";"";"00465852";"B00024224";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TETCSV";"";"03/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"19";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03237671";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"4";"PAL H 19 0 C";"0,00 m";"Non";"0,00";"03/03/26 09:30:10";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12026150";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"H";"TETCSVGOOD"
"08309023";"";"";"00458400";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"DECHOUX KEVIN";"17/12/2025";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03196741";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"KIT18";"5";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"17/12/25 10:24:19";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12026981";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08468596";"";"";"00468880";"B00024178";"CT100/AST620/HEADPHONE PLUG TOR";"GOOD";"PAL";"TOTALTCS";"CHAPEL CEDRIC";"03/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"106001416";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03256411";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"6";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"03/04/26 11:09:58";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12053691";"";"03/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
